#,建築物名稱,建築物概要,認可版本,認可等級,rank,有效期間,valid,認可類別,設計人,行政區,ditrict,地號,建築物使用類別,longtitude,latitude
526,臺北市大龍社區及市場重建工程,地下4層，地上13層鋼筋混凝土造        辦公廳、百貨商場及住宿類建築,2015年版EEWH-RS,黃金級,4,2025年10月6日,0,標示,曾永信建築師事務所,臺北市,大同區,大同區大龍段二小段274-0地號辦公廳、百貨商場及住宿類建築,住宿類建築,121.514286,25.074983
527,第一商業銀行延平大樓,地下3層，地上13層鋼筋混凝土及鋼骨造辦公廳類建築,2015年版EEWH-BC,黃金級,4,2025年9月24日,0,標示,張樞建築師事務所,臺北市,中正區,中正區城中段一小段0700-0000號共2筆辦公廳類建築,辦公廳類建築,121.510555,25.046188
529,臺北市南港區東明公共住宅統包工程(乙基地),地下4層，地上21層鋼筋混凝土造辦公廳、醫院、住宿及學校類建築,2015年版EEWH-RS,黃金級,4,2025年9月21日,0,標示,陳信樟建築師事務所,臺北市,南港區,南港區南港段四小段120-12地號辦公廳、醫院、住宿及學校類建築,住宿類建築,121.6045,25.054681
530,內政部建築研究所材料實驗中心,地下1層，地上7層鋼筋混凝土造、鋼骨構造辦公廳類建築,2003年更新版,免評估,0,2025年9月10日,0,標示,境向聯合建築師事務所,臺北市,文山區,文山區萬隆段二小段586-0地號等11筆,辦公廳類建築,121.536173,24.999904
531,松山區健康公營住宅2區新建工程,地下3層，地上16層鋼筋混凝土構造住宿及學校類建築,2012年版EEWH-RS,鑽石級,5,2025年9月9日,0,標示,九典聯合建築師事務所,臺北市,松山區,松山區寶清段一小段67-8地號等2筆住宿及學校類建築,住宿類建築,121.566403,25.054689
532,臺北市中正區南海段社會福利綜合大樓新建工程,地下2層，地上7層鋼筋混凝土構造學校類建築,2015年版EEWH-BC,銀級,3,2025年9月1日,0,標示,王正源建築師事務所,臺北市,中正區,中正區南海段五小段603-0地號學校類建築,學校類建築,121.5077,25.032741
534,全陽建設崇仰三小段新建案,地下4層，地上21層鋼骨鋼筋混凝土造辦公廳及住宿類建築,2015年版EEWH-RS,銀級,3,2025年8月27日,0,標示,江培珩建築師事務所,臺北市,北投區,北投區崇仰段三小段0068-0000號共2筆辦公廳及住宿類建築,住宿類建築,121.523538,25.119443
535,臺北市士林區市民運動中心,地下2層，地上10層鋼骨鋼筋混凝土構造大型空間類建築,2005年更新版,合格級,1,2025年8月27日,0,標示,綠野國際建築師事務所,臺北市,士林區,士林區光華段二小段1063-1地號,大型空間類建築,121.521525,25.089355
536,臺北市內湖運動中心暨科技產業服務中心,地下3層，地上11層鋼筋混凝土構造、鋼骨鋼筋混凝土構造大型空間類建築,2005年更新版,銅級,2,2025年8月26日,0,標示,綠野國際建築師事務所,臺北市,內湖區,內湖區西湖段四小段4-0地號等2筆,大型空間類建築,121.575292,25.07804
537,臺北市文山區市民運動中心,地下2層，地上8層鋼筋混凝土、鋼骨鋼筋混凝土及鋼骨構造大型空間類建築,2005年更新版,合格級,1,2025年8月26日,0,標示,劉秉鑫建築師事務所,臺北市,文山區,文山區興安段四小段7-1地號等16筆,大型空間類建築,121.559509,24.997344
538,台北市松山區敦化段三小段585-0地號等2筆地號新建工程,地下3層，地上23層鋼骨造住宿、大型空間及其他類建築,2012年版EEWH-RS,黃金級,4,2025年8月20日,0,標示,張倫端建築師事務所,臺北市,松山區,松山區敦化段三小段585-0地號等2筆住宿、大型空間及其他類建築,住宿類建築,121.545802,25.046024
539,台北市萬華區直興段三小段335等17筆地號集合住宅新建工程,地下5層，地上24層鋼筋混凝土造住宿類建築,2012年版EEWH-RS,合格級,1,2025年8月17日,0,標示,廖錦盈建築師事務所,臺北市,萬華區,萬華區直興段三小段335-0地號住宿類建築,住宿類建築,121.500891,25.038731
540,國立政治大學指南山莊校區司徒達賢圖書館新建工程,地下2層，地上8層鋼筋混凝土造大型空間類建築,2015年版EEWH-BC,銀級,3,2025年8月5日,0,標示,羅興華建築師事務所,臺北市,文山區,文山區政大段三小段92-0地號等40筆大型空間類建築,大型空間類建築,121.578721,24.988225
541,汀州路加油站改建工程,地上2層鋼骨鋼筋混凝土構造其他類建築,2012年版EEWH-BC,合格級,1,2025年8月2日,0,標示,鄞埼錩建築師事務所,臺北市,中正區,中正區福和段一小段48-0地號等6筆,其他類建築,121.526179,25.020712
542,萬華區青年公共住宅新建工程,地下2層，地上18層鋼骨鋼筋混凝土及鋼筋混凝土構造住宿、學校、大型空間及其他類建築,2012年版EEWH-RS,黃金級,4,2025年7月21日,0,標示,九典聯合建築師事務所,臺北市,萬華區,萬華區青年段二小段18-12地號等10筆住宿、學校、大型空間及其他類建築,住宿類建築,121.503482,25.019808
544,國票金控大樓,地下5層，地上17層鋼骨及鋼骨鋼筋混凝土構造辦公廳類建築,2012年版EEWH-BC,銀級,3,2025年6月11日,0,標示,吳成榮建築師事務所,臺北市,中山區,中山區金泰段0105-0001號共1筆辦公廳類建築,辦公廳類建築,121.554894,25.082255
545,佶泰建設-南港區經貿段70，70-1地號商辦大樓新建工程,地下5層，地上23層鋼骨造辦公廳類建築,2015年版EEWH-BC,黃金級,4,2025年6月9日,0,標示,王克誠建築師事務所 謝明忠建築師事務所,臺北市,南港區,南港區經貿段0070-0000號 共2筆辦公廳類建築,辦公廳類建築,121.615805,25.060729
547,忠泰長虹開發中山區中山段一小段新建工程,地下5層，地上18層鋼骨造辦公廳及住宿類建築,2012年版EEWH-RS,銅級,2,2025年6月1日,0,標示,王克誠建築師事務所,臺北市,中山區,中山區中山段一小段675-0地號辦公廳及住宿類建築,住宿類建築,121.522829,25.063528
548,富邦人壽林森南路中正區成功段旅館新建工程,地下3層，地上14層鋼筋混凝土造旅館餐飲類建築,2015年版EEWH-BC,黃金級,4,2025年5月28日,0,標示,大元聯合建築師事務所,臺北市,中正區,中正區成功段二小段96-0地號等9筆旅館餐飲類建築,旅館餐飲類建築,121.523787,25.043562
549,臺北市立動物園熱帶雨林室內館新建工程,地下1層，地上3層鋼筋混凝土及鋼骨構造大型空間及其他類建築,2009年版,黃金級,4,2025年5月28日,0,標示,葉世宗建築師事務所,臺北市,文山區,文山區頭廷段四小段104-0地號等113筆大型空間及其他類建築,大型空間類建築,121.585564,24.997126
550,基泰建設中正區公園段國際複合式商務大樓新建工程,地下6層，地上37層鋼骨造、鋼筋混凝土造辦公廳、百貨商場、旅館餐飲及其他類建築,2009年版,鑽石級,5,2025年5月19日,0,標示,周夢龍建築師事務所 簡志聰建築師事務所,臺北市,中正區,中正區公園段二小段471-0地號辦公廳、百貨商場、旅館餐飲及其他類建築,辦公廳類建築,121.513823,25.046737
551,臺灣菸酒股份有限公司大安營業所改建大樓新建工程,地下2層，地上9層鋼筋混凝土構造辦公廳類建築,2012年版EEWH-BC,合格級,1,2025年4月29日,0,標示,吳旗清建築師事務所,臺北市,大安區,大安區金華段二小段961-0地號辦公廳類建築,辦公廳類建築,121.526345,25.027684
552,國立臺灣大學生物電子資訊教學研究大樓新建工程,地下1層，地上9層鋼筋混凝土構造學校類建築,2012年版EEWH-BC,銀級,3,2025年4月28日,0,標示,潘冀聯合建築師事務所,臺北市,大安區,大安區學府段四小段217-0地號等25筆學校類建築,學校類建築,121.537816,25.021807
555,臺北市南港區東明公共住宅統包工程(甲基地),地下3層，地上21層鋼筋混凝土造住宿及大型空間類建築,2015年版EEWH-RS,黃金級,4,2025年4月13日,0,標示,陳信樟建築師事務所,臺北市,南港區,南港區南港段四小段120-13號住宿及大型空間類建築,住宿類建築,121.603805,25.054428
556,中山區金泰段商業大樓新建工程,地下3層，地上7層鋼骨造旅館餐飲類建築,2015年版EEWH-BC,銀級,3,2025年4月13日,0,標示,洪明坤建築師事務所,臺北市,中山區,中山區金泰段0079-0009號共1筆旅館餐飲類建築,旅館餐飲類建築,121.554238,25.084296
557,養護工程隊拌合場辦公室及房舍設備新建工程,地上2層鋼筋混凝土構造辦公廳類建築,2015年版EEWH-BC,合格級,1,2025年3月30日,0,標示,黃翔龍建築師事務所,臺北市,內湖區,台北市內湖區舊宗段69地號辦公廳類建築,辦公廳類建築,121.573874,25.06538
559,臺北市中正高級中學室內游泳池新建工程,地上5層鋼筋混凝土造大型空間類建築,2015年版EEWH-BC,黃金級,4,2025年3月9日,0,標示,陳聖中建築師事務所,臺北市,北投區,北投區文林段二小段258-0地號等2筆大型空間類建築,大型空間類建築,121.51575,25.103574
560,東煒建設奇岩段住宅案新建工程,地下4層，地上18層鋼筋混凝土構造住宿類建築,2009年版,銀級,3,2025年3月8日,0,標示,邱垂睿建築師事務所,臺北市,北投區,北投區奇岩段四小段11-0地號住宿類建築,住宿類建築,121.502492,25.129102
561,臺北捷運新莊線大橋頭站捷二聯合開發案新建工程,地下4層，地上19層鋼筋混凝土構造辦公廳及住宿類建築,2009年版,銀級,3,2025年3月4日,0,標示,李祖原聯合建築師事務所,臺北市,大同區,大同區橋北段二小段636-0地號等10筆辦公廳及住宿類建築,住宿類建築,121.5117,25.063534
562,臺北市立建安國民小學藝術教學綜合大樓新建工程,地下2層，地上5層鋼筋混凝土及鋼骨鋼筋混凝土造學校及大型空間類建築,2015年版EEWH-BC,銅級,2,2025年3月2日,0,標示,境向聯合建築師事務所,臺北市,大安區,大安區大安段二小段61-0地號等4筆學校及大型空間類建築,大型空間類建築,121.547033,25.029375
564,孕學林產後護理之家,地下2層，地上7層鋼筋混凝土造醫院類建築,2015年版EEWH-BC,合格級,1,2025年1月15日,0,標示,卓培煙建築師事務所,臺北市,大安區,大安區懷生段三小段402-0地號醫院類建築,醫院類建築,121.535632,25.04051
565,將作城心新建工程,地下5層，地上14層鋼骨構造辦公廳及住宿類建築,2012年版EEWH-RS,合格級,1,2025年1月5日,0,標示,鍾美惠建築師事務所,臺北市,中正區,中正區南海段二小段202-24地號等2筆辦公廳及住宿類建築,辦公廳類建築,121.521104,25.027309
566,臺北市文山區永建國民小學「遷校校舍新建工程暨附設地下停車場」,地下2層，地上4層鋼筋混凝土及鋼構造學校及大型空間類建築,2012年版EEWH-BC,銀級,3,2024年12月17日,0,標示,戴嘉惠建築師事務所,臺北市,文山區,文山區華興段一小段149-0地號等6筆學校及大型空間類建築,學校類建築,121.55556,24.989704
568,蓮園建設石潭段十層住宅新建案,地下3層，地上10層鋼筋混凝土構造住宿類建築,2012年版EEWH-RS,銅級,2,2024年12月15日,0,標示,劉東文建築師事務所,臺北市,內湖區,內湖區石潭段四小段445-0地號住宿類建築,住宿類建築,121.591555,25.066938
570,國賓大理集合住宅新建工程,地下5層，地上15層鋼筋混凝土構造住宿類建築,2009年版,銀級,3,2024年11月29日,0,標示,沈元琪建築師事務所,臺北市,萬華區,萬華區華江段三小段274-0地號住宿類建築,住宿類建築,121.497298,25.033638
573,富邦人壽保險股份有限公司中正區臨沂段二小段354地號等1筆土地新建工程,地下3層，地上6層鋼筋混凝土造住宿類建築,2015年版EEWH-RS,銅級,2,2024年11月19日,0,標示,郭旭原建築師事務所,臺北市,中正區,中正區臨沂段二小段354-0地號住宿類建築,住宿類建築,121.527068,25.040104
575,臺北市文山區華興段三小段286地號等1筆土地新建工程,地下3層，地上14層鋼筋混凝土構造住宿類建築,2012年版EEWH-RS,銀級,3,2024年11月10日,0,標示,林忠雄建築師事務所,臺北市,文山區,文山區華興段三小段286-0地號住宿類建築,住宿類建築,121.552744,24.987449
577,翔譽國際建設內湖區潭美段四小段住宅新建工程,地下4層，地上20層鋼筋混凝土構造住宿類建築,2012年版EEWH-RS,黃金級,4,2024年11月3日,0,標示,陳廷杰建築師事務所,臺北市,內湖區,內湖區潭美段四小段481-0地號等4筆住宿類建築,住宿類建築,121.579221,25.054623
578,華碩關渡案新建工程,地下4層，地上16層鋼骨造辦公廳類建築,2015年版EEWH-BC,鑽石級,5,2024年10月24日,0,標示,吳成榮建築師事務所,臺北市,北投區,北投區豐年段四小段408-0地號等2筆辦公廳類建築,辦公廳類建築,121.47038,25.127154
579,國立臺北大學綜合體育館暨活動中心新建工程,地下1層，地上4層鋼筋混凝土及鋼骨構造大型空間類建築,2015年版EEWH-BC,銀級,3,2024年10月21日,0,標示,楊瑞禎聯合建築師事務所,臺北市,三峽區,新北市三峽區大學段一小段191地號等87筆大型空間類建築,大型空間類建築,121.37099,24.94718
580,新碩建設長沙街集合住宅新建工程案,地下6層，地上18層鋼筋混凝土造辦公廳及住宿類建築,2012年版EEWH-RS,合格級,1,2024年10月4日,0,標示,李文勝建築師事務所,臺北市,萬華區,萬華區直興段三小段1-0地號等2筆辦公廳及住宿類建築,住宿類建築,121.501467,25.040444
581,臺北市中山區長安段二小段63地號等14筆土地都市更新事業計畫及權利變換計畫案,地下3層，地上13層鋼筋混凝土構造辦公廳及住宿類建築,2009年版,銀級,3,2024年9月26日,0,標示,陳明烈建築師事務所,臺北市,中山區,中山區長安段二小段711-0地號辦公廳及住宿類建築,住宿類建築,121.542826,25.047567
582,北投士林科技園區區段徵收專案住宅(R16),地下2層，地上13層鋼筋混凝土構造住宿及其他類建築,2009年版,合格級,1,2024年9月11日,0,標示,大宇建築師事務所,臺北市,北投區,北投區軟橋段85-0地號住宿及其他類建築,住宿類建築,121.517605,25.10346
583,宏盛建設北投區三合段74.75地號集合住宅新建工程,地下3層，地上9層鋼筋混凝土構造住宿類建築,2012年版EEWH-RS,銀級,3,2024年6月25日,0,標示,李文勝建築師事務所,臺北市,北投區,北投區三合段74-0地號住宿類建築,住宿類建築,121.504138,25.124699
584,長佳機電工程股份有限公司內湖區西湖段四小段324地號科技大樓新建工程,地下4層，地上10層鋼筋混凝土構造辦公廳類建築,2012年版EEWH-BC,銀級,3,2024年6月4日,0,標示,郭旭原建築師事務所,臺北市,內湖區,內湖區西湖段四小段324-0地號辦公廳類建築,辦公廳類建築,121.564488,25.082062
585,國泰建設潭美段集合住宅新建工程,地下4層，地上14層鋼筋混凝土構造住宿類建築,2012年版EEWH-RS,銀級,3,2024年5月23日,0,標示,李文勝建築師事務所,臺北市,內湖區,內湖區潭美段五小段58-0地號住宿類建築,住宿類建築,121.584519,25.061872
586,臺灣士林地方法院檢察署擴建辦公廳舍新建工程,地下3層，地上12層鋼筋混凝土構造辦公廳類建築,2009年版,黃金級,4,2024年4月29日,0,標示,徐維志建築師事務所,臺北市,士林區,士林區三玉段一小段487-1地號辦公廳類建築,辦公廳類建築,121.533366,25.110838
587,璞真建設內湖區碧湖段住宅大樓新建工程,地下3層，地上26層鋼骨構造住宿及大型空間類建築,2012年版EEWH-RS,銀級,3,2024年4月2日,0,標示,三門聯合建築師事務所,臺北市,內湖區,內湖區碧湖段三小段166-0地號住宿及大型空間類建築,住宿類建築,121.581705,25.0804
588,同豐永實業有限公司台北市中正區福和段集合住宅新建工程,地下4層，地上12層鋼筋混凝土構造住宿類建築,2012年版EEWH-RS,黃金級,4,2024年4月1日,0,標示,龍宗彥建築師事務所,臺北市,中正區,中正區福和段一小段370-0地號等2筆住宿類建築,住宿類建築,121.528364,25.018056
589,台北市萬華區萬大段二小段119地號新建集合住宅案,地下3層，地上13層鋼筋混凝土構造辦公廳及住宿類建築,2012年版EEWH-RS,銀級,3,2024年3月26日,0,標示,廖錦盈建築師事務所,臺北市,萬華區,萬華區萬大段二小段119-0地號辦公廳及住宿類建築,住宿類建築,121.498286,25.025183
590,璞全建設士東路都市更新案,地下3層，地上14層鋼骨構造辦公廳及住宿類建築,2012年版EEWH-RS,黃金級,4,2024年3月26日,0,標示,黃文修建築師事務所,臺北市,士林區,士林區三玉段四小段271-0地號辦公廳及住宿類建築,住宿類建築,121.528745,25.111848
591,"台北市信義區信義段三小段52-2,52-3等兩筆地號新建工程",地下4層，地上31層鋼骨構造辦公廳及住宿類建築,2012年版EEWH-RS,黃金級,4,2024年2月11日,0,標示,陳傳宗建築師事務所,臺北市,信義區,信義區信義段三小段52-2地號等2筆辦公廳及住宿類建築,住宿類建築,121.56936,25.033477
592,元利建設大安區瑞安段北基地集合住宅新建工程,地下4層，地上31層鋼骨構造住宿類建築,2009年版,黃金級,4,2024年2月11日,0,標示,陳傳宗建築師事務所,臺北市,大安區,大安區瑞安段一小段219-1地號等2筆住宿類建築,住宿類建築,121.53878,25.031842
593,元利建設大安區瑞安段南基地集合住宅新建工程,地下4層，地上35層鋼骨構造住宿類建築,2009年版,黃金級,4,2024年2月11日,0,標示,陳傳宗建築師事務所,臺北市,大安區,大安區瑞安段一小段220-2地號等2筆住宿類建築,住宿類建築,121.538771,25.031419
594,北投區三合段42地號等壹筆土地集合住宅新建工程,地下3層，地上10層鋼筋混凝土構造住宿類建築,2012年版EEWH-RS,銀級,3,2024年1月30日,0,標示,簡俊卿建築師事務所,臺北市,北投區,北投區三合段42-0地號住宿類建築,住宿類建築,121.505913,25.127324
595,和裕投資松江路辦公大樓新建工程,地下4層，地上14層鋼骨造、鋼筋混凝土造辦公廳類建築,2012年版EEWH-BC,黃金級,4,2024年1月27日,0,標示,錢宏洋建築師事務所,台北市,中山區,中山區榮星段七小段18-3地號等6筆辦公廳類建築,辦公廳類建築,121.533724,25.065908
599,源座建設大安辛亥段集合住宅案新建工程,地下4層，地上14層鋼筋混凝土構造住宿類建築,2009年版,銀級,3,2023年11月19日,0,標示,黃明智建築師事務所,臺北市,大安區,大安區辛亥段三小段518-0地號住宿類建築,住宿類建築,121.552694,25.021141
602,冠德建設木柵秀明路住宅新建工程,地下4層，地上5層鋼筋混凝土構造住宿及大型空間類建築,2012年版EEWH-RS,黃金級,4,2023年9月30日,0,標示,李祖原聯合建築師事務所,臺北市,文山區,文山區萬芳段二小段600-0地號等13筆住宿及大型空間類建築,住宿類建築,121.567581,24.993064
604,台北市大安區大安段一小段722-0地號集合住宅新建工程,地下4層，地上12層鋼筋混凝土構造住宿類建築,2012年版EEWH-RS,銀級,3,2023年9月4日,0,標示,陳肇勳建築師事務所,臺北市,大安區,大安區大安段一小段722-0地號住宿類建築,住宿類建築,121.546805,25.031495
606,潤泰創新北投奇岩案新建工程,地下3層，地上10層鋼筋混凝土構造,2012年版EEWH-RS,銀級,3,2023年8月27日,0,標示,張倫端建築師事務所,臺北市,北投區,北投區三合段31-0地號,住宿類建築,121.505721,25.128662
608,臺北南山廣場新建工程,地下5層，地上48層鋼骨構造辦公廳、百貨商場、旅館餐飲及大型空間類建築,2015年版EEWH-BC,鑽石級,5,2023年7月9日,0,標示,瀚亞建築師事務所,臺北市,信義區,信義區信義段四小段28-0、29-0、30-0地號等3筆辦公廳、百貨商場、旅館餐飲及大型空間類建築,辦公廳類建築,121.567896,25.034388
609,虎林冷卻機房新建工程,地下1層，地上4層鋼筋混凝土構造大型空間類建築,2012年版EEWH-BC,銅級,2,2023年7月4日,0,標示,謝慧玲建築師事務所,臺北市,信義區,信義區信義段五小段2-0地號大型空間類建築,大型空間類建築,121.574296,25.032647
610,台北市都會區大眾捷運系統內湖線內湖站交十一基地土地開發投資案新建工程,地下3層，地上15層鋼筋混凝土構造辦公廳、百貨商場、旅館餐飲及大型空間類建築,2009年版,合格級,1,2023年7月2日,0,標示,陳信樟建築師事務所,臺北市,內湖區,內湖區康寧段三小段199-0地號辦公廳、百貨商場、旅館餐飲及大型空間類建築,百貨商場類建築,121.594179,25.084148
611,合作金庫商業銀行松山區敦化段總行大樓新建工程,地下5層，地上20層鋼骨構造辦公廳及大型空間類建築,2009年版,銀級,3,2023年6月20日,0,標示,三門聯合建築師事務所,臺北市,松山區,松山區敦化段二小段173-3地號等14筆辦公廳及大型空間類建築,辦公廳類建築,121.5461,25.048778
614,文心建設信義段G1集合住宅新建工程,地下3層，地上22層鋼骨構造住宿類建築,2009年版,銀級,3,2023年4月25日,0,標示,元宏聯合建築師事務所,臺北市,信義區,信義區信義段三小段47-1地號住宿類建築,住宿類建築,121.57038,25.034526
616,萬華車站BOT新建工程案(交一西站),地下1層，地上26層鋼骨構造旅館餐飲類建築,2009年版,黃金級,4,2023年4月8日,0,標示,李祖原聯合建築師事務所,臺北市,萬華區,萬華區萬華段二小段1037-0地號等5筆旅館餐飲類建築,旅館餐飲類建築,121.499493,25.033311
617,得意山莊微風區,地下3層，地上9層鋼筋混凝土構造住宿類建築,2012年版EEWH-RS,銀級,3,2023年3月30日,0,標示,李文勝建築師事務所,臺北市,北投區,北投區三合段71-0地號住宿類建築,住宿類建築,121.50478,25.125178
618,冠德建設信義區集合住宅新建工程(信義段三小段37地號),地下3層，地上16層鋼骨構造住宿類建築,2009年版,銀級,3,2023年3月27日,0,標示,周夢龍建築師事務所 簡志聰建築師事務所 柯智明建築師事務所,台北市,信義區,信義區信義段三小段37-0地號住宿類建築,住宿類建築,121.572929,25.034426
620,冠德建設信義區集合住宅新建工程(信義段三小段39-2地號),地下3層，地上16層鋼骨構造住宿類建築,2009年版,銀級,3,2023年3月27日,0,標示,周夢龍建築師事務所、簡志聰建築師事務所、柯智明建築師事務所,臺北市,信義區,信義區信義段三小段39-2號住宿類建築,住宿類建築,121.572411,25.034438
621,臺北市立動物園河馬場更新工程,地下1層，地上2層鋼筋混凝土構造大型空間及其他類建築,2009年版,合格級,1,2023年3月20日,0,標示,黃堯均建築師事務所,臺北市,文山區,文山區頭廷段四小段72-0地號等113筆大型空間及其他類建築,大型空間類建築,121.588584,24.999533
622,臺北市大同區圓環段一小段385地號等24筆土地都市更新事業計畫及權利變換計畫案,地下4層，地上18層鋼筋混凝土構造住宿類建築,2009年版,銀級,3,2023年3月20日,0,標示,上滕聯合建築師事務所,臺北市,大同區,臺北市大同區圓環段一小段539-0地號等2筆住宿類建築,住宿類建築,121.518537,25.055671
623,冠德建設信義三小段44-2地號住宅新建工程,地下3層，地上12層鋼骨構造住宿類建築,2009年版,銀級,3,2023年3月18日,0,標示,周夢龍建築師事務所 簡志聰建築師事務所,台北市,信義區,信義區信義段三小段44-2地號住宿類建築,住宿類建築,121.571475,25.034043
624,臺北市中正區河堤段集合住宅新建工程,地下6層，地上19層鋼筋混凝土構造住宿類建築,2009年版,銀級,3,2023年3月5日,0,標示,蕭家福聯合建築師事務所,臺北市,中正區,中正區河堤段四小段527-0 地號等2 筆住宿類建築,住宿類建築,121.517706,25.025584
625,東大成大直案新建工程,地下1層，地上9層鋼筋混凝土構造住宿類建築,2012年版EEWH-RS,合格級,1,2023年2月12日,0,標示,陳克聚建築師事務所,臺北市,中山區,中山區北安段三小段666-0地號住宿類建築,住宿類建築,121.547828,25.077612
627,福美開發北投區三合段集合住宅新建工程,地下3層，地上8層鋼筋混凝土構造　住宿類建築,2012年版EEWH-RS,銀級,3,2022年12月3日,0,標示,金以容建築師事務所,臺北市,北投區,北投區三合段21-0地號,住宿類建築,121.504152,25.128341
629,聯勤建設 聯勤三喜,地下3層，地上11層鋼筋混凝土構造住宿類建築,2009年版,銀級,3,2022年11月22日,0,標示,三門聯合建築師事務所,臺北市,內湖區,內湖區石潭段三小段662-0地號,住宿類建築,121.592369,25.065669
630,欣富亞洲中正區城中段一小段577地號旅館新建工程,地下3層，地上26層鋼骨構造旅館餐飲類建築,2015年版EEWH-BC,黃金級,4,2022年11月22日,0,標示,吳非士建築師事務所,臺北市,中正區,中正區城中段一小段577-0地號,旅館餐飲類建築,121.510565,25.047282
631,中山北路集合住宅新建工程,地下6層，地上23層鋼骨造辦公廳及住宿類建築,2015年版EEWH-RS,銀級,3,2022年9月21日,0,標示,境向聯合建築師事務所,臺北市,中山區,中山區正義段三小段354-0地號,住宿類建築,121.522613,25.051118
632,永陞建設北投區文林段三小段住宅新建工程,地下5層，地上25層鋼骨構造住宿類建築,2009年版,銀級,3,2022年9月14日,0,標示,呂建勳建築師事務所,臺北市,北投區,北投區文林段三小段923-0地號,住宿類建築,121.516649,25.106536
633,統創企業大樓,地下5層，地上15層鋼骨構造辦公廳類建築,2012年版EEWH-BC,鑽石級,5,2022年8月17日,0,標示,李天鐸建築師事務所,臺北市,大安區,大安區懷生段一小段931-0地號,辦公廳類建築,121.5385,25.04425
634,萬華車站BOT新建工程案(交二東站),地下1層，地上16層鋼骨造辦公廳及旅館餐飲類建築,2009年版,黃金級,4,2022年7月25日,0,標示,李祖原聯合建築師事務所,臺北市,萬華區,萬華區萬華段二小段1037-5地號等3筆,辦公廳類建築,121.501832,25.033506
635,中央研究院生態時代館新建工程,地上2層鋼構造，鋼筋混凝土構造辦公廳類建築,2012年版EEWH-BC,銀級,3,2022年7月24日,0,標示,上滕聯合建築師事務所,臺北市,南港區,南港區中南段二小段324-11地號等73筆,辦公廳類建築,121.613062,25.045274
636,忠泰長虹建設大安區懷生段辦公及住宅大樓新建工程,地下4層，地上23層鋼骨構造辦公廳及住宿類建築,2009年版,合格級,1,2022年7月6日,0,標示,王克誠建築師事務所,臺北市,大安區,大安區懷生段一小段949-0、950-0等二筆地號,住宿類建築,121.537774,25.044254
637,首鋼開發瑞安段住宅案新建工程,地下3層，地上12層鋼筋混凝土構造住宿類建築,2012年版EEWH-RS,銀級,3,2022年6月13日,0,標示,邱垂睿建築師事務所,臺北市,大安區,大安區瑞安段三小段320-0地號,住宿類建築,121.539075,25.027525
638,和信治癌中心醫院二期新建工程,地下4層，地上11層鋼筋混凝土構造醫院類建築,2009年版,銅級,2,2022年6月12日,0,標示,許常吉建築師事務所,臺北市,北投區,北投區豐年段四小段383-0地號等6筆,醫院類建築,121.47163,25.129532
639,躍翔建設&潤隆建設文山區興安段二小段637-0地號17層集合住宅新建工程,地下5層，地上17層鋼骨及鋼骨鋼筋混凝土構造辦公廳及住宿類建築,2009年版,銀級,3,2022年6月12日,0,標示,吳非士建築師事務所,臺北市,文山區,文山區興安段二小段637-0地號,住宿類建築,121.547919,24.998811
640,財政部財政人員訓練所及其周邊國有土地合作開發案(政府辦公大樓),地下2層，地上15層鋼筋混凝土、鋼骨鋼筋混凝土及鋼骨構造辦公廳類建築,2012年版EEWH-BC,黃金級,4,2022年6月8日,0,標示,潘冀聯合建築師事務所,臺北市,文山區,文山區萬慶段一小段205-0地號等10筆,辦公廳類建築,121.539303,24.996586
641,內湖區康寧段二小段67地號集合住宅新建工程,地下4層，地上19層鋼筋混凝土構造住宿類建築,2009年版,銀級,3,2022年6月1日,0,標示,簡俊卿建築師事務所,臺北市,內湖區,內湖區康寧段二小段67-0地號,住宿類建築,121.593204,25.088441
642,鴻愷建設華興段一小段10地號等10筆集合住宅新建工程,地下3層，地上15層鋼筋混凝土構造住宿類建築,2009年版,銀級,3,2022年5月22日,0,標示,吳非士建築師事務所,臺北市,文山區,文山區華興段一小段10-0地號,住宿類建築,121.559213,24.990046
643,國立臺灣大學全校性實驗動物研究中心新建工程,地下1層，地上4層鋼筋混凝土構造學校類建築,2007年更新版,合格級,1,2022年5月15日,0,標示,金光裕建築師事務所,臺北市,大安區,大安區辛亥段五小段185-0地號等12筆,學校類建築,121.544963,25.012118
645,萬華車站BOT新建工程案(交三),地下3層，地上1層鋼骨造其他類建築,2009年版,黃金級,4,2022年4月6日,0,標示,李祖原聯合建築師事務所,臺北市,萬華區,萬華區萬華段二小段1038-0地號,其他類建築,121.49865,25.032871
647,遠雄山晴集合住宅新建工程,地下4層，地上9層鋼筋混凝土構造住宿類建築,2012年版EEWH-RS,銀級,3,2022年3月26日,0,標示,黃永沃建築師事務所,臺北市,北投區,北投區三合段69-0地號,住宿類建築,121.50532,25.12547
648,華固建設士林區三玉段三小段2地號等2筆集合住宅新建工程,地下4層，地上38層鋼骨構造辦公廳及住宿類建築,2009年版,鑽石級,5,2022年3月21日,0,標示,簡俊卿建築師事務所,臺北市,士林區,士林區三玉段三小段2-0地號等2筆,住宿類建築,121.531272,25.117585
649,中山區長安段二小段集合住宅新建工程,地下3層，地上14層鋼骨鋼筋混凝土構造住宿類建築,2009年版,銀級,3,2022年3月9日,0,標示,林連璋建築師事務所,臺北市,中山區,中山區長安段二小段684-0地號,住宿類建築,121.538007,25.045575
