no,title,county,town,address,tel,mobile
275,中華全齡關懷協會(三重文化站),新北市,三重區,平安街26號,無,953519101
276,社團法人中華躍樂齡創新服務發展協會,新北市,三重區,集美街75巷27號,(02)87733752,無
277,新北市玄峯愛心慈善會,新北市,三重區,"仁愛街75號1-2樓、77號1-2樓
新北市三重區三和路3段101巷64號",無,963356789
278,新北市環保志工協會,新北市,三重區,長生街1號,(02)29723223,無
279,新北市三重區民俗文化協會,新北市,三重區,秀江街28號(龍濱市民活動中心),(02)89938693,無
280,新北市三重區民俗文化協會,新北市,三重區,秀江街28號(龍濱市民活動中心),(02)89938693,無
281,社團法人台灣多元社會福利協會(三重過田站),新北市,三重區,過圳街7巷5號1樓,(02)29711266,無
282,中華全齡關懷協會(三重文化站),新北市,三重區,平安街26號,無,953519101
283,新北市中和區東南里辦公處,新北市,中和區,忠孝街48號2樓(飛駝市民活動中心),(02)29451515,無
284,新北市中和區秀水里辦公處,新北市,中和區,景平路116-2號,(02)29466323,無
285,新北市中和區泰安里辦公處,新北市,中和區,保健路2巷15號,(02)29427002,無
286,新北市中和區宜安里辦公處,新北市,中和區,安樂路143巷3號,無,939818527
287,新北市中和區景本里辦公處,新北市,中和區,景新街399巷12號,(02)29471217,無
288,新北市中和區興南里辦公處,新北市,中和區,信義街41巷12號(興南市民活動中心),(02)29431650,無
289,新北市中和區秀士里辦公處,新北市,中和區,景德街25號(秀峰市民活動中心),(02)29444488,無
290,新北市中和區福和里辦公處,新北市,中和區,中山路二段131巷6號(福和市民活動中心),(02)82455789,無
291,新北市中和區景福里辦公處,新北市,中和區,和平街164巷2號(景福市民活動中心),(02)29497918,無
292,財團法人福智慈善基金會(中和區),新北市,中和區,興南路一段108號2樓,(02)77094750,無
293,社團法人新北市銀髮族協會,新北市,中和區,中山路二段116巷2號,(02)22429899,無
294,新北市中和區民有里辦公處,新北市,中和區,民享街37號2樓,(02)22261299,無
295,新北市中和區連城里辦公處,新北市,中和區,安邦街18號2樓(連成市民活動中心),(02)22470797,無
296,新北市中和區景平里辦公處,新北市,中和區,景平路159巷7號,(02)29411719,無
297,新北市中和區景安里辦公處,新北市,中和區,景新街212號,(02)29476575,無
298,漳和國中,新北市,中和區,廣福路39號,(02)22488616,無
299,新北市中和區連和里辦公處,新北市,中和區,連城路54號(連和市民活動中心),(02)22439566,無
300,新北市中和區明德里辦公處,新北市,中和區,民德路197號2樓(民德市民活動中心),(02)29512201,無
301,新北市中和區安和里辦公處,新北市,中和區,保健路44巷2號(安和市民活動中心),(02)29481727,無
302,新北市中和區福美里辦公處,新北市,中和區,勝利路35巷9弄4號,(02)82459506,無
303,新北市中和區尖山腳社區發展協會,新北市,中和區,成功路97巷7號2樓(尖山腳市民活動中心),(02)29426140,無
304,新北市中和區頂南里辦公處,新北市,中和區,興南路二段159巷28號(頂南市民活動中心),(02)29455511,無
305,新北市中和區中正里辦公處,新北市,中和區,連城路347巷16弄13號,(02)22227846,無
306,社團法人台灣新住民關懷協會(中正站),新北市,中和區,連城路361號2樓,(02)26648575,無
307,新北市中和區碧湖社區發展協會(碧湖市民活動中心),新北市,中和區,圓通路367巷15-5號5樓(錦昌市民活動中心),(02)22421288,無
308,新北市中和區碧湖社區發展協會,新北市,中和區,圓通路367巷7號,(02)22421288,無
309,新北市中和區崇南里辦公處,新北市,中和區,景新街496巷35巷1-1號2樓,(02)29442606,無
310,新北市中和區仁和里辦公處,新北市,中和區,連城路469巷7弄2號,(02)22238312,無
311,新北市中和區秀峰里辦公處,新北市,中和區,景德街25號(秀峰市民活動中心),(02)29416936,無
312,新北市中和區壽德里辦公處,新北市,中和區,華順街138號(壽德市民活動中心),(02)29647071,無
313,新北市中和區民享里辦公處,新北市,中和區,民智街134巷10號,無,983521630
314,新北市中和區明穗里辦公處,新北市,中和區,民享街114巷9號(明穗市民活動中心),(02)22281389,無
315,新北市中和區錦盛里辦公處,新北市,中和區,圓通路335巷37弄12號(錦盛市民活動中心),(02)22473838,無
316,新北市中和大同公共托老中心,新北市,中和區,圓通路121巷5號4樓,(02)22400662,無
317,新北市中和區莒西社區發展協會,新北市,中和區,莒光路莒光路120巷15弄7號(莒西市民活動中心),(02)29576662,無
318,新北市中和區自強里辦公處,新北市,中和區,國光街125號,(02)29520567,無
319,新北市中和區民安里辦公處,新北市,中和區,民安街65巷2號(民安第1市民活動中心),(02)32345533,無
320,新北市中和區慈心關懷協會,新北市,中和區,員山路466巷19號 & 新北市中和區中山路三段120-16號前,(02)82287617,無
321,新北市中和區德行里辦公處,新北市,中和區,中正路211巷13弄4號,(02)22478548,無
322,新北市玉皇宮,新北市,中和區,圓通路367巷臨66之1號,(02)22470607,無
323,中華民國緬甸歸僑協會,新北市,中和區,華新街75號7樓,(02)89417794,無
324,新北市中和區橫路里辦公處,新北市,中和區,興南路3段112號,無,932336215
325,新北市中和區中安里辦公處,新北市,中和區,中安街85號,無,939778896
326,新北市中和區景文里辦公處,新北市,中和區,南華路48號2樓/明禮街46號2樓(景文市民活動中心),(02)22480383,無
327,新北市中和區大統星鑽社區管理委員會,新北市,中和區,南山路421巷1弄16號,(02)29425448,無
328,新北市中和區宜安里辦公處,新北市,中和區,安樂路143巷3號,無,939818527
329,財團法人台北市中國基督教靈糧世界佈道會台北靈糧堂,新北市,中和區,大勇街78號2樓,(02)29437811,無
330,台貿一城公寓大廈管理委員會,新北市,中和區,連城路263巷3號,(02)22494737,無
331,新北市中和區老人會,新北市,中和區,廟美街6巷3號5樓,(02)22492338,無
332,新北市中和區頂南里辦公處,新北市,中和區,興南路二段159巷28號(頂南市民活動中心),(02)29455511,無
333,新北市中和區景南里辦公處,新北市,中和區,景新街399巷12號,(02)29462889,無
334,新北市中和區秀義里辦公處,新北市,中和區,秀朗路三段66巷23號,無,936119594
335,社團法人新北市領杭公益學會,新北市,中和區,秀朗路三段128巷38弄8號1樓,無,936119594
336,社團法人新北市易象推廣協會,新北市,中和區,安樂路51巷8號,(02)29404080,無
337,新北市中和區秀義里辦公處,新北市,中和區,秀朗路三段66巷23號,無,936119594
338,新北市中和區莒西社區發展協會,新北市,中和區,莒光路200號之3(莒西市民活動中心),(02)29576662,無
339,新北市中和區復興里辦公處,新北市,中和區,復興路280巷6號,(02)22425205,無
340,新北市中和區宜安里辦公處,新北市,中和區,安樂路143巷3號,無,939818527
341,新北市中和區原住民族發展協進會,新北市,中和區,南山路236號8樓,無,916079000
342,新北市中和區文元里辦公處,新北市,中和區,員山路82巷4號,(02)22210377,無
343,新北市中和區民安社區發展協會,新北市,中和區,員山路455巷10號2樓(積穗市民活動中心),無,929588883
344,社團法人臺灣腦身心機能認知協會,新北市,中和區,景平路64巷13弄8號,(02)86685760,無
345,財團法人台北市中國基督教靈糧世界佈道會台北靈糧堂,新北市,中和區,大勇街78號2樓,(02)29437811,無
346,新北市多元智能老幼暨兒童教育發展協會(中和站),新北市,中和區,景平路736巷5弄2號,(02)22441688,無
347,新北市中和區民生里辦公處,新北市,中和區,民生街28巷2之1號1樓及B1樓(民生市民活動中心),(02)29572233,無
348,社團法人新北市健安樂活迎老服務協會,新北市,中和區,廟美街6巷3號1-2樓,(02)22460850,無
349,新北市樹墩子先鋒協會,新北市,中和區,連城路236號4樓,無,937462298
350,新北市中和區莒西社區發展協會,新北市,中和區,莒光路200號之3(莒西市民活動中心),(02)29576662,無
351,新北市中和區景文里辦公處,新北市,中和區,南華路48號2樓/明禮街46號2樓(景文市民活動中心),(02)22480383,無
352,新北市中和區老人會,新北市,中和區,廟美街6巷3號5樓,(02)22492338,無
353,新北市中和區南山里辦公處,新北市,中和區,南山路123號,(02)22471155,無
354,財團法人台北市中國基督教靈糧世界佈道會台北靈糧堂,新北市,中和區,大勇街78號2樓,(02)29437811,無
355,社團法人台灣新住民關懷協會(中和瑞穗站),新北市,中和區,莒光路3巷6號,(02)26648575,無
356,比利時社區公寓大廈管理委員會,新北市,中和區,中正路1號,(02)22460562,無
357,南山放生寺,新北市,中和區,忠孝街108號,(02)29421997,無
358,社團法人新北市健安樂活迎老服務協會,新北市,中和區,廟美街6巷3號1-2樓,(02)22460850,無
359,新北市中和區民生里辦公處,新北市,中和區,民生街28巷2之1號1樓及B1樓(民生市民活動中心),(02)29572233,無
360,新北市中和區內南里辦公處,新北市,中和區,興南路2段242巷5號,(02)86686688,無
361,社團法人新北市健安樂活迎老服務協會,新北市,中和區,廟美街6巷3號1-2樓,(02)22460850,無
362,新北市中和區頂南里辦公處,新北市,中和區,興南路二段159巷28號(頂南市民活動中心),(02)29455511,無
363,社團法人新北市健安樂活迎老服務協會,新北市,中和區,廟美街6巷3號1-2樓,(02)22460850,無
364,新北市中和區莒西社區發展協會,新北市,中和區,莒光路200號之3(莒西市民活動中心),(02)29576662,無
365,社團法人台灣新住民關懷協會(瑞穗站),新北市,中和區,莒光路3巷6號,(02)26648575,無
366,新北市中和區民安社區發展協會,新北市,中和區,員山路455巷10號2樓(積穗市民活動中心),無,929588883
367,新北市中和區嘉慶里辦公處,新北市,中和區,員山路143巷48號之5,(02)22214414,無
368,社團法人台灣新住民關懷協會(瑞穗站),新北市,中和區,莒光路3巷6號,(02)26648575,無
369,新北市中和區錦中里辦公處,新北市,中和區,圓通路294巷13號(錦中市民活動中心),(02)22437097,無
370,新北市中和區世紀皇家管理委員會,新北市,中和區,連勝街9號,(02)22466189,無
371,台北瑞士琉森社區管理委員會,新北市,中和區,華新街109巷30號,無,926914366
372,新北市中和區老人會,新北市,中和區,廟美街6巷3號5樓,(02)22492338,無
373,新北市中和區積穗里辦公處,新北市,中和區,員山路455巷10號(積穗市民活動中心),(02)22216408,無
374,新北市中和區安穗里辦公處,新北市,中和區,員山路294巷7號(安穗市民活動中心),(02)22229736,無
375,新北市中和區老人會,新北市,中和區,廟美街6巷3號5樓,(02)22492338,無
376,新北市中和區復興里辦公處,新北市,中和區,復興路280巷6號,(02)22425205,無
377,社團法人臺北市社區照護發展促進協會,新北市,中和區,中正路1206巷2號,(02)77467520,無
378,新北市中和區莒西社區發展協會,新北市,中和區,莒光路200號之3(莒西市民活動中心),(02)29576662,無
379,青年市社區管理委員會,新北市,中和區,橋和路162號,(02)22443545,無
380,新北市中和區復興里辦公處,新北市,中和區,復興路280巷6號,(02)22425205,無
381,新北市中和區碧湖社區發展協會,新北市,中和區,圓通路367巷7號,(02)22421288,無
382,新北市樹墩子先鋒協會,新北市,中和區,連城路236號4樓,無,937462298
383,新北市中和區平河里辦公處,新北市,中和區,民樂路65號,(02)22233989,無
384,新北市永和區雙和里辦公處,新北市,永和區,區中和路335巷14號  2.新北市永和區中和路335巷18弄1號,(02)89234548,無
385,新北市永和區大新里辦公處,新北市,永和區,大新街45巷1-1號(大新光明市民活動中心),(02)29211945,無
386,新北市永和區店街里辦公處,新北市,永和區,中正路465巷18號1樓、2樓,無,922225885
387,新北市永和區光明里辦公處,新北市,永和區,中正路654巷58號1、2樓,(02)29286288,無
388,台灣基督長老教會雙和教會,新北市,永和區,中和路389巷5號,(02)29210855,無
389,台灣基督長老教會永和教會,新北市,永和區,中興街65巷3號,(02)29216289,無
390,新北市永和區中溪里辦公處,新北市,永和區,仁愛路244-1號2樓(保安中溪市民活動中心 ),(02)29298555,無
391,新北市永和區中溪里辦公處,新北市,永和區,仁愛路244-1號2樓(保安中溪市民活動中心 ),(02)29298555,無
392,新北市永和區中溪里辦公處,新北市,永和區,仁愛路244-1號2樓(保安中溪市民活動中心 ),(02)29298555,無
393,新北市永和區永安里辦公處,新北市,永和區,仁愛路244-1號2樓(保安中溪市民活動中心),(02)29273136,無
394,新北市永和區仁愛里辦公處,新北市,永和區,文化路113巷16號,(02)29292637,無
395,新北市永和區新廍里辦公處,新北市,永和區,文化路142號1樓(新廍市民活動中心),(02)29236366,無
396,社團法人中華長照協會,新北市,永和區,文化路155號,(02)29212212,無
397,社團法人台灣多元社會福利協會(永和禧德站),新北市,永和區,文化路90巷33號,(02)29251469,無
398,社團法人台灣多元社會福利協會,新北市,永和區,文化路90巷33號,(02)29251469,無
399,新北市永和區民權社區發展協會,新北市,永和區,民權路60號4樓(民權市民活動中心),(02)29433377,無
400,新北市永和區民權社區發展協會,新北市,永和區,民權路60號4樓(民權市民活動中心),(02)29433377,無
401,新北市永和區民權社區發展協會,新北市,永和區,民權路60號4樓(民權市民活動中心),(02)29433377,無
402,財團法人台灣省私立健順養護中心(新北市永和民權公共托老中心),新北市,永和區,民權路60號5樓,(02)29451169,無
403,新北市永和區大同社區發展協會,新北市,永和區,永平路368號(永平市民活動中心),無,928062092
404,社團法人台灣恩朵關懷協會,新北市,永和區,永亨路9號,(02)29214000,無
405,新北市永和區永安社區發展協會,新北市,永和區,永和區安樂路431號2樓(永安市民活動中心),無,928253189
406,新北市永和區永樂里辦公處,新北市,永和區,永和路1段18巷8號,無,989641423
407,中華民國基督教生命樹全人關懷協會,新北市,永和區,永和路2段92巷1號,無,913585699
408,財團法人新北市永和區中華基督教浸信會中和堂,新北市,永和區,永和路一段153號,(02)29213407,無
409,新北市永和區潭墘社區發展協會,新北市,永和區,安樂路102號(潭墘社區活動中心),(02)29413636,無
410,新北市永和區潭墘社區發展協會,新北市,永和區,安樂路102號(潭墘社區活動中心),(02)29413636,無
411,新北市永和區民樂里辦公處,新北市,永和區,安樂路431號2樓(永安市民活動中心),(02)22319635,無
412,新北市永和區秀朗社區發展協會,新北市,永和區,成功路1段20-1號(秀朗市民活動中心),(02)22553119,無
413,新北市永和區秀朗社區發展協會,新北市,永和區,成功路1段20-1號(秀朗市民活動中心),(02)22553119,無
414,新北市永和區秀朗社區發展協會,新北市,永和區,成功路一段20-1號(秀朗市民活動中心),(02)22553119,無
415,新北市永和區秀成里辦公處,新北市,永和區,成功路一段93巷20弄10號,無,975655935
416,新北市永和區民富里辦公處,新北市,永和區,成功路二段102巷2號,(02)86687369,無
417,新北市永和區民富里辦公處,新北市,永和區,成功路二段102巷2號,(02)86687369,無
418,新北市永和區永興里辦公處,新北市,永和區,竹林路124巷30號,(02)29283248,無
419,新北市永和區永興里辦公處,新北市,永和區,竹林路124巷30號,(02)29283248,無
420,新北市永和區公所,新北市,永和區,竹林路202號,(02)29282828,無
421,新北市永和區福林里辦公處,新北市,永和區,福和路122號1樓,無,974313443
422,新北市永和區公所,新北市,永和區,竹林路202號,(02)29282828,無
423,新北市永和區桂林里辦公處,新北市,永和區,竹林路91巷60弄5號,無,909062595
424,新北市永和區上林里辦公處,新北市,永和區,竹林路39巷6弄9號(上林市民活動中心),(02)89269859,無
425,台灣基督長老教會秀朗教會,新北市,永和區,秀林里秀朗路2段94號1樓,(02)29270194,無
426,新北市永和區得和社區發展協會,新北市,永和區,秀朗路2段24巷35號(得和市民活動中心),無,918061479
427,新北市永和區得和社區發展協會,新北市,永和區,秀朗路2段24巷35號(得和市民活動中心),無,918061479
428,新北市永和區忠孝社區發展協會,新北市,永和區,忠孝街26巷8號6樓(忠孝市民活動中心?),無,911297818
429,新北市永和區忠孝社區發展協會,新北市,永和區,忠孝街26巷8號6樓(忠孝市民活動中心?),無,911297818
430,新北市永和區河濱里辦公處,新北市,永和區,林森路10巷18弄6號(河濱第一市民活動中心),(02)29252606,無
431,新北市永和區水源社區發展協會,新北市,永和區,保平路177巷6弄2號(水源市民活動中心),(02)89232312,無
432,新北市永和區和平里辦公處,新北市,永和區,保平路236巷12弄7號,(02)29272429,無
433,新北市永和區和平社區發展協會,新北市,永和區,保平路2號,無,928062092
434,新北市永和區和平社區發展協會,新北市,永和區,保平路2號,無,928062092
435,新北市永和區和平社區發展協會,新北市,永和區,保平路2號,無,928062092
436,新北市健康關懷協會,新北市,永和區,勵行街15號,"(02)89213056
",無
437,中華保福西王母協會,新北市,永和區,保福路二段47號,(02)29298555,無
438,新北市永和區永福里辦公處,新北市,永和區,國中路150號1樓(新北市永和區永福里辦公處),無,952977889
439,新北市永和中興公共托老中心,新北市,永和區,國光路116巷2號,(02)89218765,無
440,新北市永和區民治里辦公處,新北市,永和區,得和路104巷14號,無,958800711
441,新北市永和區光復里辦公處,新北市,永和區,"光復街2巷1號(主場地)
新北市永和區光復街2巷2號(副場地)",(02)29240210,無
442,新北市永和區光復里辦公處,新北市,永和區,"光復街2巷1號(主場地)
新北市永和區光復街2巷2號(副場地)",(02)29240210,無
443,新北市永和區光復里辦公處,新北市,永和區,"光復街2巷1號(主場地)
新北市永和區光復街2巷2號(副場地)",(02)29240210,無
444,新北市永和區中興社區發展協會,新北市,永和區,復興街88號,(02)29205984,無
445,新北市永和區婦女會,新北市,永和區,福和路157號4樓,(02)29293725,無
446,新北市永和區正興里辦公處,新北市,永和區,豫溪街57巷11弄2號,無,983355777
447,新北市新莊區公所,新北市,新莊區,中信街74號2樓(黃愚市民活動中心),(02)29974293,無
448,新北市新莊區中港第三社區發展協會,新北市,新莊區,中信街74號2樓(黃愚市民活動中心),(02)89932985,無
449,社團法人國際奔享體驗教育發展協會,新北市,新莊區,天祥街120巷6號,(02)28210269,無
450,新北市新莊區公所,新北市,新莊區,自由街1號(聯合市民活動中心),(02)29972365,無
451,新北市新莊區仁愛社區發展協會,新北市,新莊區,自由街1號2樓(聯合市民活動中心),(02)29946550,無
452,財團法人新北市台灣基督長老教會幸福教會(幸福俱樂部),新北市,新莊區,福樂街78號,(02)29921041,無
453,新北市新莊區化成社區發展協會,新北市,新莊區,化成路314巷2號(化成市民活動中心),(02)29943838,無
454,新北市新莊區文衡社區發展協會,新北市,新莊區,景德路199號2樓,(02)22012311,無
455,新北市新莊區立功里辦公處,新北市,新莊區,泰順街24號,(02)29922197,無
456,西盛庄福德宮,新北市,新莊區,民安西路410巷6號,(02)82019802,無
457,新北市新莊區公所,新北市,新莊區,新莊路527號(全安市民活動中心),(02)22071610,無
458,佛光山擇善寺,新北市,新莊區,新莊路543巷11號3樓,(02)22070859,無
459,中華民國樂齡生活規劃協會(中港站),新北市,新莊區,中港路288巷53號,(02)85210176,無
460,社團法人台灣認知功能促進協會,新北市,新莊區,樹新路222號4樓(蒙特梭利中心),(02)27167685,無
461,新北市新莊新豐公共托老中心,新北市,新莊區,樹新路226號4樓,(02)22075800,無
462,新北市新莊新樹公共托老中心,新北市,新莊區,新樹路222號,(02)82013888,無
463,新北市新莊區公所,新北市,新莊區,建中街116巷3弄2號(新泰市民活動中心),(02)29924125,無
464,財團法人新北市私立雙連社會福利慈善事業基金會(新北市新莊昌平公共托老中心),新北市,新莊區,中央路51號2-3樓,(02)85217872,無
465,新北市新莊區公所,新北市,新莊區,昌明街1號(褔壽市民活動中心),(02)29940609,無
466,新北市新莊區公所,新北市,新莊區,四維路186巷2號(四維市民活動中心),(02)22033453,無
467,新北市新莊區後港社區發展協會,新北市,新莊區,四維路186巷2號(四維市民活動中心),(02)22032246,無
468,新北市新莊區公所,新北市,新莊區,建安街26巷4號(後港市民活動中心),(02)22057114,無
469,新北市新莊區後港社區發展協會,新北市,新莊區,四維路186巷2號(四維市民活動中心),(02)22032246,無
470,新北市新莊區後港社區發展協會(長青站),新北市,新莊區,後港一路19號B1(新莊區老人文康活動中心),(02)22038195,無
471,財團法人新北市私立雙連社會福利慈善事業基金會(頭前站),新北市,新莊區,長青街30號,(02)29986838,無
472,新北市新莊區海山社區發展協會,新北市,新莊區,瓊泰路211號(海山市民活動中心),(02)22014180,無
473,新北市熱心慈善關懷協會,新北市,新莊區,瓊泰路211號2樓(海山市民活動中心),(02)22058580,無
474,豐年國小,新北市,新莊區,瓊泰路119號(豐年國小),(02)22017102,無
475,新北市新莊區裕民里辦公處,新北市,新莊區,裕民街136號6樓(裕民行政大樓禮堂),(02)29030852,無
476,新北市新莊區頭前社區發展協會,新北市,新莊區,化成路746巷2號(福前市民活動中心),無,918008903
477,社團法人中華培愛全人關懷協會,新北市,新莊區,中正路708-6號3、4樓,(02)29031191,無
478,新北市新莊區牡丹心社區發展協會,新北市,新莊區,新北大道7段718巷45號(丹鳳活動中心),(02)29045533,無
479,新北市新莊區文明社區發展協會,新北市,新莊區,新莊路92號,(02)22772968,無
480,新北市新莊區興漢社區發展協會,新北市,新莊區,32鄰新興街76巷19號1、2樓(興漢長壽俱樂部),(02)29933778,無
481,新北市新莊區興漢社區發展協會,新北市,新莊區,32鄰新興街76巷19號1、2樓(興漢長壽俱樂部),(02)29933778,無
482,新北市熱心慈善關懷協會,新北市,新莊區,瓊泰路211號2樓(海山市民活動中心),(02)22058580,無
483,新北市新莊區新光社區發展協會,新北市,新莊區,民安西路410巷8弄2號(西盛庄各里活動中心),(02)22034597,無
484,新北市光塩愛心關懷協會,新北市,新莊區,立信三街25之3號,(02)29982723,無
485,新北市新莊區後港社區發展協會,新北市,新莊區,四維路186巷2號(四維市民活動中心),(02)22032246,無
486,新北市全能銀色樂活關懷協會,新北市,新莊區,民安西路38巷19號,(02)22028475,無
487,新北市全能銀色樂活關懷協會,新北市,新莊區,民安西路38巷19號,(02)22028475,無
488,新北市全能銀色樂活關懷協會,新北市,新莊區,民安西路38巷19號,(02)22028475,無
489,新北市全能銀色樂活關懷協會,新北市,新莊區,民安西路38巷19號,(02)22028475,無
490,新北市新莊區中港第一社區發展協會,新北市,新莊區,中港路172號(中港第一市民活動中心),無,935543821
491,財團法人台北市基督教台灣貴格會(更新教會),新北市,新莊區,中平路81巷16號,無,989124252
492,新北市新莊區立言里辦公處,新北市,新莊區,中環路2段392號之1(中環市民活動中心),無,933870927
493,新北市新莊區立泰里辦公處,新北市,新莊區,中環路2段392號之1(中環市民活動中心),(02)29963958,無
494,社團法人新北市全民終身教育發展協會,新北市,新莊區,中環路2段392號之1(中環市民活動中心),(02)89943725,無
495,新北市新莊區中港第一社區發展協會,新北市,新莊區,中港路172號(中港第一市民活動中心),無,935543821
496,新北市新莊區新光社區發展協會,新北市,新莊區,民安西路410巷8弄2號(西盛庄各里活動中心),(02)22034597,無
497,新北市新莊區新光社區發展協會,新北市,新莊區,民安西路410巷8弄2號(西盛庄各里活動中心),(02)22034597,無
498,新北市新莊區新光社區發展協會,新北市,新莊區,民安西路410巷8弄2號(西盛庄各里活動中心),(02)22034597,無
499,新北市新莊區牡丹心社區發展協會,新北市,新莊區,新北大道7段718巷45號(丹鳳活動中心),(02)29045533,無
500,財團法人新北市新莊基督教後港主恩教會,新北市,新莊區,八德街113巷3號、5號,(02)22027325,無
501,財團法人新北市台灣基督長老教會幸福教會,新北市,新莊區,福樂街78號,(02)89927648,無
502,新北市新莊區仁愛社區發展協會,新北市,新莊區,自由街1號2樓(聯合市民活動中心),(02)29946550,無
503,財團法人新北市台灣基督長老教會幸福教會,新北市,新莊區,福樂街78號,(02)89927648,無
504,財團法人新北市台灣基督長老教會幸福教會,新北市,新莊區,福樂街78號,(02)89927648,無
505,新北市新莊區後港社區發展協會,新北市,新莊區,四維路186巷2號(四維市民活動中心),(02)22032246,無
506,新北市光塩愛心關懷協會,新北市,新莊區,立信三街25之3號,(02)29982723,無
507,新北市新莊區敬老關愛長青協會,新北市,新莊區,中泰街24巷11號,(02)29910792,無
508,新北市新莊區敬老關愛長青協會,新北市,新莊區,中泰街24巷11號,(02)29910792,無
509,新北市新莊區中和里辦公處,新北市,新莊區,自由街1號2樓(聯合市民活動中心),無,917506868
510,新北市新莊區中港第一社區發展協會,新北市,新莊區,中港路172號(中港第一市民活動中心),無,935543821
511,台灣基督長老教會中港教會,新北市,新莊區,中港路341號,(02)29936271,無
512,新北市新莊區中港第三社區發展協會,新北市,新莊區,中信街74號2樓(黃愚市民活動中心),(02)89932985,無
513,中國青年救國團(新莊站),新北市,新莊區,中安街3號6樓,(02)29924915,無
514,社團法人新北市新莊區愛鄰社區服務協會(佳音站),新北市,新莊區,中華路2段65號2樓,(02)29925314,無
515,新北市新莊區中港第三社區發展協會,新北市,新莊區,中信街74號2樓(黃愚市民活動中心),(02)89932985,無
516,中國青年救國團(新莊站),新北市,新莊區,中安街3號6樓,(02)29924915,無
517,新北市新莊區幸福社區發展協會,新北市,新莊區,昌明街1號B1(福壽市民活動中心),(02)22771768,無
518,新北市新莊區幸福社區發展協會,新北市,新莊區,昌明街1號B1(福壽市民活動中心),(02)22771768,無
519,新北市新莊區幸福社區發展協會,新北市,新莊區,昌明街1號B1(福壽市民活動中心),(02)22771768,無
520,新北市新莊區後港社區發展協會(長青站),新北市,新莊區,後港一路19號B1(新莊區老人文康活動中心),(02)22038195,無
521,新北市新莊悅心公共托老中心,新北市,新莊區,長青街6號,(02)22761136,無
522,新北市新莊區中港第一社區發展協會,新北市,新莊區,中港路172號(中港第一市民活動中心),無,935543821
523,佛光山擇善寺,新北市,新莊區,新莊路543巷11號3樓,(02)22070859,無
524,新北市新莊區牡丹心社區發展協會,新北市,新莊區,新北大道7段718巷45號(丹鳳活動中心),(02)29045533,無
525,新北市新莊區後港社區發展協會(長青站),新北市,新莊區,後港一路19號B1(新莊區老人文康活動中心),(02)22038195,無
526,新北市新莊區後港社區發展協會(長青站),新北市,新莊區,後港一路19號B1(新莊區老人文康活動中心),(02)22038195,無
527,社團法人新北市新莊區愛鄰社區服務協會,新北市,新莊區,富國路100號、102號9樓,(02)22082407,無
528,新北市新莊區興漢社區發展協會,新北市,新莊區,32鄰新興街76巷19號1、2樓(興漢長壽俱樂部),(02)29933778,無
529,新北市新莊區福興里辦公處,新北市,新莊區,五工路68巷2號2樓(興化市民活動中心),無,932134720
530,新北市熱心慈善關懷協會(瓊林站),新北市,新莊區,瓊泰路85號2樓(綜合教室1)(瓊泰市民活動中心),(02)22058580,無
531,財團法人新北市新莊區中華基督教新莊浸信會,新北市,新莊區,建興街4號,(02)29931485,無
532,新北市新莊區化成社區發展協會,新北市,新莊區,化成路314巷2號(化成市民活動中心),(02)29943838,無
533,財團法人新北市私立雙連社會福利慈善事業基金會(新莊三和站),新北市,新莊區,中正路929巷26號,(02)29014783,無
534,財團法人新北市私立雙連社會福利慈善事業基金會(新莊三和站),新北市,新莊區,中正路929巷26號,(02)29014783,無
535,財團法人新北市私立雙連社會福利慈善事業基金會(新莊三和站),新北市,新莊區,中正路929巷26號,(02)29014783,無
536,新北市熱心慈善關懷協會,新北市,新莊區,瓊泰路211號2樓(海山市民活動中心),(02)22058580,無
537,新北市熱心慈善關懷協會(瓊林站),新北市,新莊區,瓊泰路85號2樓(綜合教室1)(瓊泰市民活動中心),(02)22058580,無
538,新北市熱心慈善關懷協會(瓊林站),新北市,新莊區,瓊泰路85號2樓(綜合教室1)(瓊泰市民活動中心),(02)22058580,無
539,中華基督教新店浸信會,新北市,新店區,光明街286巷13號,(02)29116250,無
540,天主教耕莘醫療財團法人耕莘醫院-安康院區,新北市,新店區,車子路15號,(02)22123066,無
541,社團法人中華民國香柏樹長者社區關懷協會(大坪林據點),新北市,新店區,三民路151號1、2樓,(02)29111129,無
542,社團法人中華麥田關懷協會,新北市,新店區,民德路34號,(02)29133936,無
543,社團法人中華麥田關懷協會,新北市,新店區,民德路34號,(02)29133936,無
544,社團法人中華麥田關懷協會,新北市,新店區,民德路34號,(02)29133936,無
545,社團法人中華麥田關懷協會,新北市,新店區,民德路34號,(02)29133936,無
546,社團法人活水泉關懷協會,新北市,新店區,北新路一段10號地下一樓,(02)29133911,無
547,社團法人新北市新店區喜樂心靈關懷協會,新北市,新店區,安康路一段207巷8-1號,(02)86662541,無
548,財團法人新北市中華基督教長老會國語禮拜堂,新北市,新店區,安康路二段234巷1號,(02)29118102,無
549,財團法人新北市私立新希望基金會,新北市,新店區,三民路151號1、2樓,(02)77517718,無
550,財團法人新北市私立新希望基金會,新北市,新店區,三民路151號1、2樓,(02)77517718,無
551,財團法人新北市私立新希望基金會,新北市,新店區,三民路151號1、2樓,(02)77517718,無
552,財團法人福智慈善基金會(新店教室),新北市,新店區,中華路53號1樓,(02)29108906,無
