編號,設施地點（戶外或室內）,名稱,行政區,地址,經度,緯度,市話,分機,手機,其他聯絡方式,開放時間,電風扇,冷氣,廁所,座位,飲水設施（例如：飲水機；直飲台；奉茶點等）,無障礙座位,其他特色及亮點,備註
1,戶外,線形公園7號(士林),士林區,基隆河北-捷運劍潭站南段(界線:基隆河-通河街),121.5234196,25.07922114,(02)28812912,,,,24小時,N,N,N,Y,N,N,,高架橋下
2,戶外,線形公園8號(士林),士林區,基隆河北-捷運劍潭站南段(界線:通河街-基河路),121.5243412,25.08190178,(02)28812912,,,,24小時,N,N,N,Y,N,N,,高架橋下
3,戶外,線形公園9號(士林),士林區,"捷運劍潭站北-士林站南段
(界線:文林、基河路口-中山北路5段461巷)",121.5271819,25.0884807,(02)28812912,,,,24小時,N,N,N,Y,N,N,,高架橋下
4,戶外,線形公園10號(士林),士林區,捷運士林站北-雙溪南段(界線:中正路-前街),121.5252553,25.09620154,(02)28812912,,,,24小時,N,N,N,Y,N,N,,高架橋下
5,戶外,線形公園11號(士林),士林區,捷運士林站北-雙溪南段(界線:前街-後街),121.5246077,25.09779632,(02)28812912,,,,24小時,N,N,N,Y,N,N,,高架橋下，設有兒童遊戲場
6,戶外,線形公園12號(士林),士林區,捷運士林站北-雙溪南段(界線:後街-雙溪),121.5243106,25.09836856,(02)28812912,,,,24小時,N,N,N,Y,N,N,,高架橋下
7,戶外,線形公園14號(士林),士林區,捷運芝山站北-磺溪南段(界線:德行西路-磺溪),121.5217615,25.10550122,(02)28812912,,,,24小時,N,N,N,Y,N,N,,高架橋下
8,戶外,線形公園-劍潭-遊戲場,士林區,通河街2巷捷運高架下方,121.523403,25.0792,(02)28812912,,,,24小時,N,N,N,Y,N,N,,高架橋下
9,戶外,1號天母公園+擴建區,士林區,中山北路七段141巷旁,121.530518,25.1259089,(02)28832130,,,,24小時,N,N,Y,Y,Y,N,,直飲台
10,戶外,天和公園,士林區,天母東路69巷前,121.533989,25.11981964,(02)28832130,,,,24小時,N,N,N,Y,Y,N,,直飲台
11,戶外,東和公園,士林區,中山北路七段114巷旁,121.5336861,25.1226002,(02)28832130,,,,24小時,N,N,Y,Y,N,N,,
12,戶外,芝山公園,士林區,至誠路一段與雨聲街交叉口,121.5317764,25.10236931,(02)28832130,,,,24小時,Y,Y,Y,Y,Y,N,,直飲台
13,戶外,美崙公園,士林區,美崙街152巷,121.5172195,25.09737968,(02)28832130,,,,24小時,N,N,Y,Y,Y,N,,直飲台
14,戶外,蘭雅公園,士林區,忠誠路二段24號旁,121.529919,25.109744,(02)28832130,,,,24小時,N,N,N,Y,Y,N,,直飲台
15,戶外,衛理公園,士林區,至善路二段332巷旁,121.5532495,25.10219156,(02)28812912,,,,24小時,N,N,N,Y,N,N,,
16,戶外,衛理公園-遊戲場,士林區,至善路二段332巷旁,121.5532495,25.10219156,(02)28812912,,,,24小時,N,N,N,Y,N,N,,
17,戶外,山仔后公園,士林區,凱旋路及光華路口,121.5456413,25.13747488,(02)28616361,,,,24小時,N,N,Y,Y,Y,N,,直飲台
18,戶外,住六公1公園,士林區,永公路245巷34弄西側,121.559454,25.1371192,(02)28616361,,,,24小時,N,N,N,Y,N,N,,
19,戶外,住六公2公園,士林區,中庸一路205巷底,121.558659,25.137697,(02)28616361,,,,24小時,N,N,N,Y,N,N,,
20,戶外,花卉試驗中心,士林區,仰德大道4段175巷32號,121.5440474,25.13520517,(02)28616361,,,,08:00~17:00,N,N,Y,Y,Y,N,,直飲台
21,戶外,福林公園-遊戲場,士林區,中山北路5段與福林路交叉口,121.5290679,25.09498227,(02)28812912,,,,24小時,N,N,N,Y,Y,N,,直飲台
22,戶外,福志公園-遊戲場,士林區,忠勇街40巷20弄底,121.53431,25.09945644,(02)28812912,,,,24小時,N,N,N,Y,N,N,,
23,戶外,翠山公園-遊戲場,士林區,翠山街與中社路2段口,121.5699206,25.10856074,(02)28812912,,,,24小時,N,N,N,Y,N,N,,
24,戶外,社正公園(鄰里)-遊戲場,士林區,中正路與重慶北路四段交叉處,121.5102243,25.08787994,(02)28826200,,,,24小時,N,N,N,N,Y,N,,直飲台
25,戶外,磺溪公園(鄰里)-遊戲場,士林區,德行西路93巷底,121.5209682,25.10557285,(02)28826200,,,,24小時,N,N,Y,Y,Y,N,,直飲台
26,戶外,至誠公園(鄰里)-遊戲場,士林區,至誠路一段24號對面,121.5365145,25.10123273,(02)28826200,,,,24小時,N,N,N,Y,Y,N,,直飲台
27,戶外,華聲公園(鄰里)-遊戲場,士林區,華聲街20號對面,121.5221708,25.09601066,(02)28826200,,,,24小時,N,N,N,Y,Y,N,,直飲台
28,戶外,承德公園(鄰里)-遊戲場,士林區,大南路138號對面,121.5220893,25.09005461,(02)28826200,,,,24小時,N,N,N,Y,Y,N,,直飲台
29,戶外,福中公園(鄰里)-遊戲場,士林區,福港街107巷(百齡國小附近),121.5189033,25.08806603,(02)28826200,,,,24小時,N,N,N,Y,Y,N,,直飲台
30,戶外,後港公園(鄰里)-遊戲場,士林區,承德路五段78號旁(度量衡檢定所旁),121.5143,25.09351544,(02)28826200,,,,24小時,N,N,Y,Y,Y,N,,直飲台
31,戶外,福順公園(鄰里)-遊戲場,士林區,延平北路五段136巷內,121.511326,25.08234762,(02)28826200,,,,24小時,N,N,N,Y,Y,N,,直飲台
32,戶外,天壽公園(鄰里)-遊戲場,士林區,中山北路6段405巷內,121.5255954,25.11418946,(02)28826200,,,,24小時,N,N,N,Y,N,N,,
33,戶外,社子公園,士林區,永平街20巷11弄3號對面,121.5060272,25.09037018,(02)28832130,,,,24小時,N,N,Y,Y,Y,N,,直飲台
34,戶外,海光公園,士林區,環河北路三段與葫蘆街交口,121.5078812,25.08185005,(02)28832130,,,,24小時,N,N,Y,Y,Y,N,高架橋下,直飲台
35,戶外,前港公園,士林區,華齡街與前港街交叉口,121.5201556,25.0860629,(02)28832130,,,,24小時,N,N,Y,Y,Y,N,,直飲台
36,戶外,忠誠公園,士林區,中山北路六段與忠誠路一段交叉口,121.5262113,25.10383297,(02)28832130,,,,24小時,N,N,Y,Y,Y,N,,直飲台
37,戶外,蘭興公園,士林區,克強路10巷21弄底,121.522969,25.109842,(02)28832130,,,,24小時,N,N,Y,Y,Y,N,,直飲台
38,戶外,克強公園,士林區,磺溪街55巷底,121.5218378,25.10872601,(02)28832130,,,,24小時,N,N,Y,Y,Y,N,,直飲台
39,戶外,前山3號公園,士林區,陽明路一段34號附近(舊陽明山管理所旁),121.550314,25.149481,(02)28616361,,,,24小時,N,N,N,Y,N,N,,
40,戶外,百齡左岸河濱公園之水上小蟹公園(戲水區),士林區,百齡左岸河濱公園之水上小蟹公園,121.509837,25.093445,(02)28850533,,,,"6月： 每周六、日及國定假日， 10:00–10:30、11:00–11:30、15:00–15:30、16:00–16:30、17:00–17:30
7~8月：每日 10:00–10:30、11:00–11:30、15:00–15:30、16:00–16:30、17:00–17:30
9月： 每周六、日及國定假日， 10:00–10:30、11:00–11:30、15:00–15:30、16:00–16:30、17:00–17:30",N,N,Y,Y,N,N,,
41,戶外,"百齡右岸兒童自行車旁遊戲沙坑
(設有遮陽網)",士林區,百齡橋右岸橋下,121.514931,25.089629,(02)28850533,,,,24小時,N,N,Y,Y,N,N,,
42,戶外,內雙溪自然中心藥用植物園,士林區,至善路三段150巷27號,121.5769153,25.11562795,(02)28414705,,,,"09:00-16:00 
(星期三休園)",N,N,Y,Y,N,N,,
43,室內,"士林官邸公園
新蘭亭",士林區,福林路60號,121.530687,25.09149492,(02)28812512,,,,"08:30-18:00
(星期一休館)",Y,N,N,N,N,N,展覽館,
44,室內,"士林官邸公園
園藝展覽館",士林區,福林路60號,121.5309848,25.09141117,(02)28812512,,,,"08:30-18:00
(星期一休館)",Y,N,N,Y,Y,Y,展覽館,飲水機
45,室內,芝山公園閱覽室,士林區,雨聲街159號,121.5328777,25.10316745,(02)28832130,,,,平日8:30-16:30,Y,Y,Y,Y,Y,N,閱覽室,
46,室內,社子公園閱覽室,士林區,永平街20巷37弄,121.5066306,25.0909519,(02)28832130,,,,平日8:30-16:30,Y,Y,Y,Y,Y,N,閱覽室,
47,室內,臺北表演藝術中心一、二樓公共空間,士林區,台北市士林區劍潭路1號,121.5242,25.0851,(02) 77563888,,,,每週二–週日，12:00-21:00,N,Y,Y,Y,Y,N,,每週一休館
48,室內,北水處陽明營業分處服務台,士林區,中山北路5段82之1號,121.526281,25.084073,(02)28882123,,,,08:30-17:30,Y,Y,Y,Y,Y,N,,
49,室內,士東市場,士林區,士東路100號,121.52954,25.11217,(02)28345308,,,,"1樓:7:00-18:30
2樓:7:30-21:00",N,Y,Y,Y,Y,N,,
50,室內,士林市場,士林區,基河路101號,121.5242,25.08818,(02)28815557,,,,"早市:7:00-12:00
晚市:17:30-23:00",N,Y,Y,Y,N,N,,
51,室內,士林區行政中心,士林區,中正路439號9樓,121.51982,25.09305,(02)28826200,,,,"週一至週五
8:30-17:30
(例假日及國定假日除外)",Y,Y,Y,Y,Y,N,,
52,室內,士林公民會館,士林區,大東路75號,121.52545,25.09058,(02)88611751,,,,"週二至週日
9:00-12:00、14:00-17:00、18:00-21:00
週一全日及週六日晚上不開放",Y,Y,Y,Y,Y,N,,
53,室內,臺北市立天文科學教育館,士林區,基河路363號,121.519,25.09611,(02)28314551,,,,"週二至週五及週日開放時間
9:00-17:00
(週六延長至20:00)",Y,Y,Y,Y,Y,Y,,"1.每週一休館(如遇國定假日則維持開放)。
2.若欲參觀展示場、宇宙探險設施及劇場，需購票參觀。"
54,室內,圖書館葫蘆堵分館,士林區,延平北路五段136巷1號3-9樓,121.5107816,25.08230004,(02)28126513,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",Y,Y,Y,Y,Y,N,,國定假日、每月第一個星期四為休館日
55,室內,圖書館天母分館,士林區,中山北路七段154巷6號3-4樓,121.5304864,25.1236175,(02)28736203,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",Y,Y,Y,Y,Y,N,,國定假日、每月第一個星期四為休館日
56,室內,圖書館士林分館,士林區,臺北市華聲街17號3-4樓,121.52259,25.09657746,(02)28361994,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00
",Y,Y,Y,Y,Y,N,,週一、國定假日、每月第一個星期四為休館日
57,室內,李科永紀念圖書館,士林區,中正路15號1樓-地下2樓,121.5315296,25.09609651,(02)28833453,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",Y,Y,Y,Y,Y,N,,國定假日、每月第一個星期四為休館日
58,室內,百齡智慧圖書館,士林區,"福港街205號
(臺北市士林區百齡國民小學)",121.518024,25.08609926,(02)28126513,,,,"週一~週五、經公告之補行上課日：17:50-20:50
週六、週日：9:10-20:50 ",Y,Y,Y,Y,N,N,,經政府公告之放假日為休館日；寒暑假開放時間請參見首頁開館異動
59,室內,社子島智慧圖書館,士林區,延平北路九段80號2樓,121.4747208,25.1062465,(02)28126513,,,,9:00-21:00,Y,Y,Y,Y,Y,N,,經政府公告之放假日為休館日、館舍空間在2樓但沒有電梯
60,室內,士林區健康服務中心1F服務台,士林區,士林區中正路439號,121.5201335,25.09302432,(02)28813039,,,,8:30-17:30,Y,Y,Y,Y,Y,Y,,
61,室內,聯合醫院陽明院區美食街,士林區,雨聲街105號,121.531953,25.105323,(02)28353456,,,,8:00-18:00,N,Y,Y,Y,Y,Y,,
62,室內,聯合醫院士林門診部,士林區,中正路439號,121.519784,25.093062,(02)28836268,,,,"9:00-11:00
(中午休息)
14:00-16:00",N,Y,Y,Y,Y,Y,,星期六、日休息
63,室內,士林運動中心,士林區,士商路1號,121.5220987,25.08954889,(02)28806066,,,,6:00至22:00,Y,Y,Y,Y,Y,N,製冰機,
64,戶外,臺北市天母棒球場,士林區,忠誠路二段77號,121.53297,25.113226,(02)28735688,,,,8:00至22:00,Y,Y,Y,Y,Y,Y,製冰機,
65,戶外,臺北市天母網球場,士林區,忠誠路二段77號,121.5359852,25.1135641,(02)28748268,,,,5:00至22:00,Y,Y,Y,Y,Y,N,製冰機,
66,戶外,玉泉公園,大同區,西寧北路28號,121.507205,25.049529,(02)25850192,,,,24小時,N,N,N,Y,N,N,,
67,戶外,玉泉公園-遊戲場,大同區,西寧北路28號,121.5073502,25.04975379,(02)25850192,,,,24小時,N,N,N,Y,Y,N,,直飲台
68,戶外,建成公園-遊戲場,大同區,承德路二段31號,121.5187524,25.05438626,(02)25850192,,,,24小時,N,N,N,Y,N,N,,
69,戶外,樹德公園-遊戲場,大同區,大龍街、大同區行政中心旁,121.51628,25.0668,(02)25850192,,,,24小時,N,N,Y,Y,Y,N,,直飲台
70,戶外,大龍公園-遊戲場,大同區,大龍街 244號旁,121.5155386,25.07026549,(02)25850192,,,,24小時,N,N,N,Y,Y,N,,直飲台
71,戶外,延平河濱公園-薄膜涼亭,大同區,敦煌路環河南北快速道路 淡六號(敦煌)疏散門,121.508192,25.076,(02)28850533,,,,24小時,N,N,Y,Y,N,N,,
72,戶外,迪化污水處理廠附設休閒運動公園-遊戲場,大同區,延平北路四段200號,121.5104877,25.0747099,(02)25973183,871,,,24小時,N,N,Y,Y,Y,N,,
73,室內,新芳春茶行,大同區,民生西路309號,121.5125,25.0572,(02)77563910,,,,每週三–週日，10:00–18:00,Y,Y,Y,Y,N,Y,,每週一及週二休館
74,室內,臺灣新文化運動紀念館,大同區,寧夏路87號,121.5150413,25.0593375,(02)25570087,,,,每週二–週日，09:30–17:30,N,Y,Y,Y,Y,N,,每週一休館
75,室內,渭水驛站,大同區,延平北路二段27號,121.5118975,25.0547203,(02)25566015,,,,每週二–週日，09:30–17:30,N,Y,Y,Y,N,N,,每週一休館
76,室內,台北當代藝術館,大同區,長安西路39號,121.5197505,25.05094274,(02)25523721,,,,每週二–週日，10:00-18:00,N,Y,Y,Y,N,N,,每週一休館
77,室內,大稻埕戲苑,大同區,迪化街一段21號8樓,121.5106,25.05487,(02)25569101,,,,每週二–週日，09:00–17:00,N,Y,Y,Y,Y,N,展覽空間,每週一休館
78,室內,大龍市場,大同區,重慶北路三段347號,121.51412,25.0751,(02)25927502,,,,6:00-15:00,N,Y,Y,N,N,N,,
79,室內,永樂市場,大同區,迪化街一段21號,121.51079,25.05508,(02)25566004,,,,"1樓：
8:00-16:00
2樓至3樓：
9:00-18:00",N,Y,Y,Y,N,Y,,
80,室內,雙連市場,大同區,民生西路198號,121.51694,25.05711,(02)25569474,,,,24小時,Y,N,Y,N,N,N,,
81,室內,蘭州市場,大同區,昌吉街55號至57號,121.5162,25.06621,(02)25924738,,,,8:00-16:00,N,Y,Y,N,N,N,,
82,室內,大同區行政中心,大同區,昌吉街57號4樓,121.515759,25.06607,(02)25975323,,,,"週一至週五8:30-17:30
(例假日及國定假日除外)",Y,Y,Y,Y,Y,N,,
83,室內,孔廟六藝展間,大同區,大龍街275號,121.51658,25.07247,(02)25923934,,,,週二至週日8:30-17:00,Y,N,Y,Y,Y,N,,
84,室內,中山地下街,大同區,"北段：民生西路47號
南段：長安西路52-1號","121.520568
121.520028","25.057770
25.050115",(02)21812345,,,,"6:00-1:00
(公共空間及通道開放時間)",N,Y,Y,Y,Y,N,提供百貨、餐飲及書街等服務,
85,室內,圖書館延平分館,大同區,保安街47號,121.51212,25.05927,(02)25528534,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",Y,Y,Y,Y,Y,N,,國定假日、每月第一個星期四為休館日
86,室內,圖書館大同分館,大同區,重慶北路三段318號,121.513359,25.074331,(02)25943236 ,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",Y,Y,Y,Y,Y,N,,國定假日、每月第一個星期四為休館日
87,室內,圖書館建成分館,大同區,民生西路198-20號4樓,121.51633,25.05703,(02)25582320,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",Y,Y,Y,Y,Y,N,,國定假日、每月第一個星期四為休館日，建成圖書館無電梯。
88,室內,蘭州民眾閱覽室,大同區,昌吉街57號4樓之6,121.5132728,25.06649,(02)25981387,,,,"週日、週一:
9:00-17:00
週二~週六:
8:30-21:00",Y,Y,Y,Y,Y,N,,國定假日、每月第一個星期四為休館日
89,戶外,明倫社會住宅公共空間,大同區,承德路三段285號,121.5199,25.07326,(02)25925116,,,,24小時,N,N,N,N,N,N,,
90,室內,中興院區美食街,大同區,鄭州路145號,121.509292,25.051087,(02)25523234,,,,8:00-18:00,N,Y,Y,Y,Y,Y,,該處為醫療院所進行感染控制管制，原則僅開放來院就診民眾及陪(探)病民眾。
91,室內,大同運動中心,大同區,大龍街51號,121.5161953,25.0653807,(02)25920055,,,,6:00-22:00,Y,Y,Y,Y,Y,Y,製冰機,
92,室內,玉泉公園游泳池,大同區,西寧北路28號,121.5074792,25.0501304,(02)25583363,,,,5:30–22:00,Y,Y,Y,Y,Y,N,,
93,戶外,大安森林公園,大安區,新生南路二段1號,121.5361407,25.02964304,(02)27003830,,,,24小時,N,N,Y,Y,Y,Y,,直飲台
94,戶外,大安森林公園-遊戲場,大安區,新生南路二段1號,121.536252,25.032568,(02)27003830,,,,24小時,N,N,Y,Y,Y,Y,,直飲台
95,戶外,富陽公園,大安區,臥龍街272巷,121.5575412,25.01666184,(02)27003830,,,,24小時,N,N,Y,Y,N,N,,
96,戶外,福州山公園,大安區,臥龍街195巷,121.55484,25.0159324,(02)27003830,,,,24小時,N,N,Y,Y,N,N,,
97,戶外,黎和公園,大安區,和平東路三段512巷,121.5597753,25.01503539,(02)27003830,,,,24小時,N,N,Y,Y,N,N,,
98,戶外,永康公園,大安區,永康街8號,121.5295983,25.03175519,(02)23511711 ,,,,24小時,N,N,Y,Y,N,N,,
99,戶外,嘉興公園,大安區,嘉興街與樂業街交口 ,121.5519981,25.02154685,(02)23511711 ,,,,24小時,N,N,Y,Y,N,N,,
100,戶外,法治公園-遊戲場,大安區,通化街184巷口 ,121.5528579,25.02693885,(02)23511711 ,,,,24小時,N,N,N,Y,N,N,,
101,戶外,?公圳公園-遊戲場,大安區,安東街40巷41號,121.540376,25.04398065,(02)27003830,,,,24小時,N,N,N,Y,N,N,,
102,戶外,?公綠廊(噴霧降溫),大安區,復興南路一段135巷,121.544054,25.042534,(02)29379440,,,,24小時,N,N,N,Y,N,N,,
103,戶外,新生南水圳(開放式水道),大安區,新生南路3段(辛亥路至台大大門),121.533846,25.018819,(02)29379440,,,,24小時,N,N,N,Y,N,N,,
104,室內,大安森林公園綠化教室,大安區,新生南路二段1號,121.5355671,25.03016876,(02)27003830,,,,08:00-17:00,Y,Y,Y,Y,Y,N,,飲水機
105,室內,蟾蜍山煥民新村,大安區,羅斯福路四段119巷66弄12號,121.5393759,25.00943356,(02)23777300,,,,"每週二–週日:
10:00–17:00",Y,Y,Y,Y,Y,N,,每週一休館
